,Instructor,Department,Stem,Upper Div,Rcmnd Instr,Average Grade Expected,Classes Taught,Enrolled,Study Hrs/Week
1166,"Guazzo, Regina Anne",SIO,True,False,100.0,3.67,1.0,43.0,0.5
1167,"Skrentny, John David",Sociology,False,False,99.6,3.4850000000000003,2.0,370.0,3.74
1168,"Medvetz, Thomas Matthew",Sociology,False,True,89.4,3.23,1.0,107.0,6.46
1169,"Ribas Norris, Janet Vanesa",Sociology,False,False,90.98333333333333,3.5500000000000003,6.0,308.0,5.958333333333333
1170,"Rogers, Julia Ellen",Sociology,False,True,81.3,3.495,2.0,111.0,4.385
1171,"Lampland, Martha",Sociology,False,True,87.5,3.29,2.0,47.0,4.585
1172,"Tirshfield, Jeffrey T",Sociology,False,True,89.3,3.472,5.0,184.0,5.63
1173,"Hercowitz-Amir, Adi",Sociology,False,True,100.0,3.793333333333333,3.0,154.0,3.7900000000000005
1174,"Sanchez-Lopez, Luis Eduardo",Sociology,False,True,53.8,3.43,1.0,61.0,7.07
1175,"Blair-Loy, Mary",Sociology,False,True,80.9,3.6799999999999997,3.0,155.0,4.003333333333333
1176,"Fitzgerald, David S",Sociology,False,True,100.0,3.6,1.0,44.0,5.73
1177,"Summers, Valerie R.",Sociology,False,True,95.80000000000001,3.455,2.0,182.0,4.525
1178,"Biernacki, Richard",Sociology,False,True,100.0,3.525,2.0,99.0,5.5
1179,"Rona-Tas, Akos",Sociology,False,True,90.60000000000001,3.7466666666666666,3.0,98.0,3.533333333333333
1180,"Calderon-Zaks, Michael Aar",Sociology,False,False,63.36,3.432,5.0,135.0,4.35
1181,"Livingstone, Stacey Bryley",Sociology,False,True,100.0,3.71,2.0,80.0,5.965
1182,"Kenworthy, Lane A.",Sociology,False,False,85.1,3.3825,4.0,138.0,5.3675
1183,"Pardo Guerra, Juan Pablo",Sociology,False,False,88.09999999999998,3.64,3.0,102.0,4.013333333333333
1184,"Thorpe, Charles Robert",Sociology,False,True,85.45,3.46,2.0,59.0,4.015000000000001
1185,"Jules-Rosette, Bennetta W.",Sociology,False,True,97.63333333333333,3.7066666666666666,3.0,64.0,5.580000000000001
1186,"Carter, Harrison Blaine",Sociology,False,True,95.45,3.1950000000000003,2.0,45.0,8.89
1187,"Payne, Christine Anna",Sociology,False,True,100.0,3.71,1.0,42.0,5.07
1188,"Schneider, Heidi L.",Sociology,False,False,94.75,3.485,4.0,180.0,4.782500000000001
1189,"Navon, Daniel",Sociology,False,True,100.0,3.635,2.0,158.0,4.4350000000000005
1190,"Troutman, Philip P",Sociology,False,True,55.6,3.38,1.0,27.0,4.72
1191,"McVey, Cristin M",Sociology,False,True,100.0,3.7249999999999996,2.0,43.0,4.720000000000001
1192,"Madsen, Richard P.",Sociology,False,True,100.0,4.0,1.0,19.0,2.5
1193,"Raudenbush, Danielle",Sociology,False,False,94.73333333333333,3.5566666666666666,3.0,309.0,5.226666666666667
1194,"Sutton, April Marie",Sociology,False,False,97.6,3.54,1.0,75.0,3.82
1195,"Scull, Andrew",Sociology,False,True,77.80000000000001,3.19,2.0,69.0,4.105
1196,"Haydu, Jeffrey Miles",Sociology,False,True,100.0,3.77,1.0,68.0,3.39
1197,"Davis, Daniel Brent",Sociology,False,True,100.0,4.0,1.0,32.0,3.68
1198,"Zamosc, Leon",Sociology,False,True,70.0,3.4,1.0,46.0,3.5
1199,"Vargas Consuelos, Carlos Ingram",Jacobs School of Engineering,True,False,40.8,3.783333333333333,3.0,66.0,2.6366666666666663
1200,"Choi, Seongcheol",Jacobs School of Engineering,True,False,78.86666666666667,3.9333333333333336,3.0,68.0,3.0400000000000005
1201,"Bratton, Maryann",Jacobs School of Engineering,True,True,92.97999999999999,3.7760000000000007,5.0,147.0,5.294
1202,"Schamberg, Gabriel Eli",Jacobs School of Engineering,True,False,100.0,3.96,1.0,30.0,2.5
1203,"Warchall, Julian Alexander",Jacobs School of Engineering,True,False,87.0,3.96,1.0,30.0,2.17
1204,"Reynante, Brandon Marcellino",Jacobs School of Engineering,True,True,97.8,3.615,6.0,268.0,7.498333333333332
1205,"Goldberg, Charles G.",Jacobs School of Engineering,True,True,100.0,4.0,1.0,12.0,3.83
1206,"Larson, David Philip",Jacobs School of Engineering,True,False,100.0,3.88,1.0,24.0,2.17
1207,"Williams, Ebonee P.",Jacobs School of Engineering,True,True,100.0,4.0,1.0,15.0,2.5
1208,"Chilukuri, Lakshmi N",Sixth College,False,False,100.0,4.0,1.0,61.0,0.92
1209,"Walsh, Kim C.",Theatre & Dance,False,False,96.60400000000001,3.8724000000000003,25.0,492.0,2.9668
1210,"Harting, Carla Kelso",Theatre & Dance,False,False,96.66499999999999,3.8634999999999997,20.0,368.0,3.8285000000000005
1211,"Robichaux, Natalie Griffith",Theatre & Dance,False,False,94.60714285714286,3.842142857142857,14.0,250.0,3.6092857142857135
1212,"Castro, Robert Jess",Theatre & Dance,False,True,100.0,3.823333333333333,3.0,52.0,7.323333333333333
1213,"Barricelli, Marc Alexander",Theatre & Dance,False,True,100.0,3.67,1.0,15.0,3.83
1214,"Dolan, Judith A.",Theatre & Dance,False,True,100.0,4.0,1.0,10.0,5.0
1215,"Smith, Alison D",Theatre & Dance,False,False,98.0,3.9490000000000003,10.0,143.0,1.9969999999999999
1216,"Porter, Lisa",Theatre & Dance,False,True,100.0,3.29,1.0,30.0,3.88
1217,"Salovey, Todd",Theatre & Dance,False,False,97.0625,3.8699999999999997,8.0,423.0,3.33875
1218,"Teshome, Tezeru",Theatre & Dance,False,False,79.0,3.75,1.0,184.0,2.5
1219,"Rincon, Patricia A.",Theatre & Dance,False,False,92.86363636363636,3.9936363636363637,11.0,243.0,1.6409090909090909
1220,"Tregar, Kristen Lauren",Theatre & Dance,False,True,100.0,3.54,1.0,24.0,8.81
1221,"Woods, Wind Dell",Theatre & Dance,False,True,82.4,3.5,1.0,51.0,4.5
1222,"White, Bryan Curtiss",Theatre & Dance,False,False,100.0,3.7533333333333334,3.0,286.0,3.3666666666666667
1223,"Caligagan, Maria T.",Theatre & Dance,False,False,97.82000000000001,3.9239999999999995,5.0,189.0,3.778
1224,"Wilson, Terry A.",Theatre & Dance,False,False,100.0,3.8200000000000003,4.0,145.0,2.86
1225,"Geiger, Eric",Theatre & Dance,False,False,100.0,3.9466666666666668,6.0,133.0,0.7933333333333333
1226,"Jun, Grace Shin Hae",Theatre & Dance,False,True,94.45,3.835,4.0,132.0,1.9275
1227,"Caligagan, Tony",Theatre & Dance,False,True,95.82857142857142,3.911428571428572,7.0,243.0,3.6000000000000005
1228,"Valero, Oscar",Theatre & Dance,False,True,89.2,3.8,2.0,78.0,2.25
1229,"Foster-King, Sandra",Theatre & Dance,False,True,82.5,3.99,3.0,141.0,3.3066666666666666
1230,"Sammartano, Tonnie",Theatre & Dance,False,False,98.81666666666666,3.9416666666666664,6.0,158.0,1.55
1231,"Snaith, Yolande",Theatre & Dance,False,False,85.35000000000001,3.98,6.0,103.0,2.5366666666666666
1232,"Rincon, Alicia",Theatre & Dance,False,False,95.95714285714287,3.962857142857143,7.0,199.0,1.8842857142857141
1233,"Arcidiacono, Kristin",Theatre & Dance,False,False,96.25714285714285,3.9285714285714284,7.0,204.0,1.8842857142857146
1234,"Padilla, Liliana Camille",Theatre & Dance,False,False,94.16,3.872,5.0,71.0,4.4159999999999995
1235,"Stokes, Cynthia Sue",Theatre & Dance,False,False,100.0,3.8475,4.0,67.0,4.2375
1236,"Schwartz, Michael",Theatre & Dance,False,False,100.0,4.0,1.0,15.0,2.5
1237,"Reimer, Jonathan Charles",Theatre & Dance,False,False,99.13333333333333,3.8000000000000003,3.0,354.0,3.06
1238,"Dallas, Deleon Demetrius",Theatre & Dance,False,False,100.0,4.0,1.0,50.0,1.8
1239,"Fulton, Julia",Theatre & Dance,False,False,93.76666666666667,3.893333333333333,3.0,161.0,2.356666666666667
1240,"Weinberg, Sadie",Theatre & Dance,False,False,100.0,3.902,5.0,128.0,1.9880000000000002
1241,"Hale, Debra",Theatre & Dance,False,False,100.0,4.0,1.0,18.0,2.94
1242,"Vickerman, Linda Joanne",Theatre & Dance,False,True,100.0,4.0,1.0,15.0,4.9
1243,"Osmanski, Joy K",Theatre & Dance,False,True,100.0,3.67,1.0,19.0,3.17
1244,"Benzoni, Elisa",Theatre & Dance,False,True,100.0,3.67,1.0,19.0,8.5
1245,"Means, Charles E.",Theatre & Dance,False,True,86.93333333333332,3.8366666666666664,3.0,74.0,7.109999999999999
1246,"Stalling, Vanessa",Theatre & Dance,False,True,100.0,3.82,1.0,19.0,4.74
1247,"Raphaeli, Karen Adee",Theatre & Dance,False,False,74.94999999999999,3.6100000000000003,2.0,337.0,2.725
1248,"Brill, Robert L.",Theatre & Dance,False,True,100.0,4.0,1.0,15.0,5.83
1249,"Oates, Charles Bruce",Theatre & Dance,False,False,100.0,4.0,1.0,11.0,1.17
1250,"George, Nadine",Theatre & Dance,False,True,100.0,4.0,2.0,51.0,4.1
1251,"Glabe, Heather G.",Theatre & Dance,False,False,100.0,3.795,2.0,47.0,1.77
1252,"Devaguptapu, Divya",Theatre & Dance,False,True,94.1,4.0,1.0,46.0,2.15
1253,"Iizuka, Naomi Hisako",Theatre & Dance,False,False,95.83333333333333,3.9450000000000003,6.0,86.0,4.0249999999999995
1254,"Stein, Deborah Isobel",Theatre & Dance,False,True,100.0,3.88,1.0,19.0,5.61
1255,"Myers, David William",Theatre & Dance,False,True,100.0,3.63,1.0,20.0,7.75
1256,"Rubinstein, Kim",Theatre & Dance,False,True,85.7,4.0,1.0,22.0,5.64
1257,"Burrett, Alan",Theatre & Dance,False,True,100.0,3.75,1.0,14.0,6.5
1258,"Cole, Melanie Chen",Theatre & Dance,False,True,100.0,3.89,1.0,16.0,5.61
1259,"Petrovich, Victoria A.",Theatre & Dance,False,True,100.0,3.67,1.0,8.0,3.17
1260,"Adler, Steven",Theatre & Dance,False,True,85.2,3.59,1.0,63.0,3.02
1261,"Carmody, James",Theatre & Dance,False,True,100.0,3.825,2.0,43.0,4.35
1262,"Clancy, Liam",Theatre & Dance,False,False,94.1,3.94,1.0,31.0,1.17
1263,"Sinay, Patricia",Thurgood Marshall College,False,False,31.25,3.75,2.0,19.0,4.585
1264,"Bussell, Mirle Rabinowitz",Urban Studies and Planning,False,False,98.225,3.725,4.0,153.0,3.3325
1265,"Lewis, Leslie R",Urban Studies and Planning,False,True,98.78,3.4599999999999995,5.0,490.0,4.75
1266,"Edwards, Gregory S",Urban Studies and Planning,False,True,98.55,3.665,2.0,61.0,3.685
1267,"Garcia, Kathleen",Urban Studies and Planning,False,True,100.0,3.54,1.0,30.0,3.12
1268,"Peerson, Susan",Urban Studies and Planning,False,True,97.33333333333333,3.741666666666667,6.0,161.0,5.346666666666667
1269,"Wartell, Julie Dara",Urban Studies and Planning,False,True,92.25,3.8449999999999998,4.0,98.0,4.3825
1270,"Hajrasouliha, Amir Hossein",Urban Studies and Planning,False,True,100.0,3.38,1.0,19.0,5.25
1271,"Hinds, Juli Beth",Urban Studies and Planning,False,False,100.0,3.365,2.0,81.0,3.375
1272,"Norr, Alex Vaughn",Urban Studies and Planning,False,False,94.7,3.39,1.0,46.0,3.55
1273,"Moeder, Nathan L",Urban Studies and Planning,False,False,100.0,3.51,2.0,84.0,4.6
1274,"Chavez, Richard Gerard",Urban Studies and Planning,False,True,100.0,3.8,1.0,20.0,4.1
1275,"McGrory, Jack",Urban Studies and Planning,False,True,100.0,4.0,1.0,23.0,2.83
1276,"Calavita, Nico",Urban Studies and Planning,False,True,71.4,2.57,1.0,18.0,5.36
1277,"Yetwin, Richard Mark",Urban Studies and Planning,False,True,90.0,3.3,1.0,25.0,4.5
1278,"Curcio, Paul David",Urban Studies and Planning,False,True,100.0,3.71,1.0,15.0,5.64
1279,"Johnson, Kristyn L",Visual Arts,False,False,43.0,3.6,1.0,320.0,7.72
1280,"Cruz, Edwin Teddy",Visual Arts,False,True,99.3,3.733333333333333,3.0,128.0,5.3133333333333335
1281,"Humphrey, Malisa N.",Visual Arts,False,True,100.0,3.75,1.0,17.0,4.9
1282,"Ortiz-Torres, Ruben",Visual Arts,False,True,90.0,3.5700000000000003,3.0,68.0,5.3999999999999995
1283,"Walsh, Zoe C",Visual Arts,False,True,90.9,3.9,1.0,16.0,5.77
1284,"Lajarin-Encina, Aitor",Visual Arts,False,True,96.96666666666665,3.8699999999999997,3.0,49.0,8.616666666666667
1285,"Herc-Balaszek, Malgorzata",Visual Arts,False,True,100.0,4.0,1.0,8.0,9.5
1286,"Tonies, Joshua Vanjaymes",Visual Arts,False,False,98.12857142857142,3.7585714285714285,7.0,242.0,8.172857142857143
1287,"Gallaccio, Anya",Visual Arts,False,True,86.6,3.815,2.0,30.0,8.355
1288,"Nodelman, Sheldon A.",Visual Arts,False,True,56.2,2.8200000000000003,2.0,92.0,5.4
1289,"Rose, Jordan M",Visual Arts,False,False,96.66666666666667,3.3633333333333333,3.0,92.0,7.18
1290,"Bryson, William N",Visual Arts,False,False,95.875,3.635,4.0,334.0,5.04
1291,"Shen, Kuiyi",Visual Arts,False,True,90.0,3.75,3.0,228.0,4.423333333333333
1292,"Stalbaum, Brett",Visual Arts,False,True,98.67999999999999,3.8019999999999996,5.0,154.0,6.432
1293,"Dominguez, Ricardo",Visual Arts,False,False,79.85,3.795,2.0,89.0,3.29
1294,"Bratton, Benjamin H.",Visual Arts,False,True,67.06666666666668,3.436666666666667,3.0,164.0,5.669999999999999
1295,"Cartwright, Lisa",Visual Arts,False,False,87.97500000000001,3.8825,4.0,447.0,4.1775
1296,"Kester, Grant",Visual Arts,False,False,98.36666666666667,3.643333333333333,3.0,317.0,4.836666666666667
1297,"Wallen, Ruth",Visual Arts,False,True,87.5,3.86,1.0,25.0,8.0
1298,"Porter, Ava Hermine",Visual Arts,False,False,94.6,3.73,2.0,193.0,6.65
1299,"Mangolte, Babette",Visual Arts,False,True,40.7,3.34,3.0,69.0,11.079999999999998
1300,"Miller, Nicole L",Visual Arts,False,True,84.4,3.2125000000000004,4.0,77.0,7.779999999999999
1301,"Wetzler, Graydon K.",Visual Arts,False,True,95.0,3.7,1.0,20.0,5.2
1302,"Woods, Ann",Visual Arts,False,False,99.35,3.59,2.0,373.0,4.245
1303,"Jessica, D'Elena-Tweed Eri",Visual Arts,False,False,80.8,3.45,1.0,137.0,6.27
1304,"Cross, Brian R",Visual Arts,False,False,91.76,3.5420000000000003,5.0,316.0,7.241999999999999
1305,"Li, Huai",Visual Arts,False,True,100.0,3.9166666666666665,3.0,62.0,4.47
1306,"Paden, Jonathon Dean",Visual Arts,False,True,75.0,3.75,1.0,22.0,13.0
1307,"Anderson, Shane Nicholas",Visual Arts,False,False,100.0,3.6550000000000002,2.0,76.0,7.35
1308,"Bateman, Vanessa Mae",Visual Arts,False,False,100.0,3.65,1.0,35.0,4.41
1309,"Park, Kyong Dong",Visual Arts,False,True,78.39999999999999,3.8000000000000003,3.0,117.0,5.083333333333333
1310,"Rigg, Brianna D",Visual Arts,False,True,100.0,3.9050000000000002,2.0,53.0,5.605
1311,"Boadwee, Keith",Visual Arts,False,True,83.75,3.675,2.0,29.0,7.775
1312,"Guerrero, Raul M.",Visual Arts,False,True,84.65,3.77,2.0,49.0,7.74
1313,"Vangenderen, Monique Luise",Visual Arts,False,True,100.0,3.7866666666666666,3.0,56.0,8.33
1314,"Welchman, John C.",Visual Arts,False,True,95.23333333333333,3.6199999999999997,3.0,40.0,7.126666666666668
1315,"Greenstein, Jack M",Visual Arts,False,True,78.3,3.19,1.0,64.0,4.67
1316,"Newsome, Elizabeth Ann",Visual Arts,False,True,83.76666666666667,3.76,3.0,119.0,3.6999999999999997
1317,"Wardwell, Mariana Razo",Visual Arts,False,True,71.10000000000001,3.89,3.0,98.0,3.9266666666666663
1318,"Byrd, Stefani Michele",Visual Arts,False,True,100.0,3.71,1.0,15.0,5.36
1319,"Grenader, Emily Ruth",Visual Arts,False,True,100.0,4.0,1.0,16.0,5.5
1320,"Williams, Alena J",Visual Arts,False,True,100.0,3.61,1.0,26.0,4.92
1321,"Gomez Mostajo, Maria Loren",Visual Arts,False,False,81.7,3.74,4.0,311.0,5.819999999999999
1322,"O'Callaghan, Deirdre M",Visual Arts,False,True,62.5,3.4,2.0,41.0,7.875
1323,"Jacobs, Bryan C",Visual Arts,False,True,100.0,3.57,1.0,22.0,12.5
1324,"Sowell, Teri Lynne",Visual Arts,False,False,100.0,3.56,1.0,107.0,4.36
1325,"Gregoire, Mathieu",Visual Arts,False,False,89.1,3.56,1.0,153.0,5.64
1326,"Dinco, Dino",Visual Arts,False,True,100.0,3.89,1.0,14.0,6.9
1327,"Tronzo, William",Visual Arts,False,True,87.5,3.62,1.0,52.0,2.67
1328,"Cho, Erica",Visual Arts,False,True,100.0,3.67,1.0,13.0,8.0
1329,"Alexander, Amy J",Visual Arts,False,True,93.0,3.64,1.0,64.0,5.95
1330,"Stone, Patricia",Visual Arts,False,True,83.3,3.83,1.0,22.0,9.27
1331,"Crandall, Jordan",Visual Arts,False,True,64.75,3.65,2.0,38.0,7.890000000000001
1332,"Kelley, Jeff J",Visual Arts,False,False,96.3,3.88,1.0,100.0,2.86
1333,"Chou, Yeongchau D",Visual Arts,False,False,70.8,3.69,1.0,142.0,3.88
1334,"Almeida, Jane",Visual Arts,False,False,46.3,3.6,1.0,130.0,5.44
1335,"Roxworthy, Emily",Warren College,False,False,100.0,4.0,1.0,31.0,1.21
1336,"Debnath, Anjan",Warren College,False,False,88.9,4.0,1.0,12.0,1.39
1337,"Blomstedt, Elizabeth Ann",Warren College Writing Program,False,False,100.0,3.59,4.0,76.0,6.6325
1338,"Young, Mark T",Warren College Writing Program,False,True,96.825,3.3237500000000004,8.0,146.0,6.305
1339,"Pedler, John Christopher",Warren College Writing Program,False,True,100.0,2.75,1.0,15.0,7.5
1340,"Veal, Adam",Warren College Writing Program,False,True,92.3,3.69,1.0,15.0,7.12
1341,"Griffin, Stephen Edward",Warren College Writing Program,False,True,100.0,3.17,1.0,14.0,8.83
1342,"Zhang, Yingjin",Literature,False,True,83.7,3.71,1.0,322.0,4.32
1343,"Miyao, Daisuke",Literature,False,True,98.16666666666667,3.85,3.0,817.0,3.3699999999999997
1344,"Vitkus, Daniel J.",Literature,False,False,88.575,3.3175,4.0,116.0,6.865
1345,"Tonkovich, Nicole",Literature,False,True,91.65,3.75,2.0,29.0,4.9350000000000005
1346,"Walkiewicz, Kathryn A",Literature,False,False,100.0,3.7659999999999996,5.0,143.0,6.1659999999999995
1347,"Ploye, Catherine",Literature,False,False,97.14285714285714,3.3685714285714283,7.0,115.0,5.704285714285715
1348,"Kontje, Todd Curtis",Literature,False,True,100.0,3.5,1.0,11.0,3.7
1349,"Fischer-Grunski, Eva K",Literature,False,False,100.0,3.795,2.0,42.0,3.925
1350,"De Marchi Gherini, Adriana",Literature,False,False,98.89999999999999,3.9071428571428575,7.0,144.0,3.502857142857143
1351,"Lee, Jeyseon",Literature,False,False,81.525,3.3075,8.0,133.0,5.8825
1352,"Wirshbo, Eliot",Literature,False,False,94.43333333333334,3.231666666666667,6.0,135.0,6.213333333333334
1353,"Murray, Kourtney Kristine",Literature,False,False,94.4,3.25,1.0,34.0,5.61
1354,"Wells, Patricia Rebecca",Literature,False,False,99.1625,3.81375,8.0,173.0,4.9037500000000005
1355,"Chacon, Gloria Elizabeth",Literature,False,True,100.0,3.5366666666666666,3.0,44.0,6.076666666666667
1356,"Pita, Beatrice M",Literature,False,False,92.64000000000001,3.436,5.0,117.0,4.266
1357,"Lerer, Seth",Literature,False,True,95.25,3.8183333333333334,6.0,359.0,5.086666666666667
1358,"Jed, Stephanie H",Literature,False,True,95.8,3.92,1.0,61.0,2.75
1359,"Forbes, Camille",Literature,False,False,92.2,3.4433333333333334,3.0,108.0,3.98
1360,"Banales, Melissa",Literature,False,True,94.92,3.91,5.0,109.0,4.017999999999999
1361,"Springer, Anna Joy",Literature,False,False,79.67999999999999,3.5780000000000003,5.0,176.0,5.2459999999999996
1362,"Hoang, Lily Kim",Literature,False,False,92.53999999999999,3.752,5.0,174.0,5.59
1363,"Som, Brandon D",Literature,False,False,100.0,3.85,1.0,83.0,3.5
1364,"Cancel, Robert",Literature,False,True,87.5,3.435,2.0,28.0,5.605
1365,"Giordano, Kailey Nicole",Literature,False,True,100.0,3.64,1.0,15.0,10.65
1366,"Driscoll Salemi, Shelby London",Literature,False,True,91.7,3.45,1.0,12.0,5.83
1367,"di Grazia, Gina Marie",Literature,False,True,83.3,3.4,1.0,16.0,8.17
1368,"Vippermancohen, Melissa Rache",Literature,False,True,100.0,3.75,1.0,12.0,8.1
1369,"Bottcher, Carolin",Literature,False,True,100.0,3.45,1.0,14.0,5.95
1370,"Zavodny, Tatiana Sophia",Literature,False,True,91.7,3.83,1.0,23.0,3.59
1371,"Liao, Ping H",Literature,False,False,89.3,3.8499999999999996,4.0,250.0,4.2700000000000005
1372,"Davidson, R. Michael",Literature,False,True,100.0,3.75,1.0,12.0,5.7
1373,"Woodhull, Winifred Johanna",Literature,False,False,100.0,4.0,1.0,4.0,3.5
1374,"Heinrich, Larissa",Literature,False,True,89.25,3.82,2.0,377.0,5.3100000000000005
1375,"Berthelier, Benoit P",Literature,False,True,98.45,3.715,2.0,172.0,4.46
1376,"Loose, Margaret",Literature,False,True,100.0,3.723333333333333,3.0,58.0,3.776666666666667
1377,"Odom, Mychal Matsemelaali",Literature,False,False,74.3,3.77,1.0,79.0,3.44
1378,"Mebane, Julia",Literature,False,False,97.78,3.564,5.0,114.0,5.458
1379,"Sanchez, Rosaura",Literature,False,False,85.65,3.5700000000000003,2.0,102.0,4.890000000000001
1380,"Cohen, Alain J. J.",Literature,False,True,100.0,3.615,2.0,41.0,3.415
1381,"Pafunda, Danielle",Literature,False,False,98.075,3.8075,4.0,139.0,4.8525
1382,"Johnson, Sara E.",Literature,False,False,97.2,3.69,1.0,45.0,4.07
1383,"Morse, Ainsley",Literature,False,True,100.0,3.7,2.0,30.0,7.234999999999999
1384,"Kokotovic, Milos",Literature,False,True,100.0,3.755,2.0,43.0,6.5
1385,"Doller, Ben",Literature,False,False,91.7,3.87,1.0,99.0,2.83
